Data;Bond_Corporate_Eur_R;Bond_Aggregate_RMB_R;Bond_Aggregate_RMB_RD;Bond_Aggregate_EUR_R;Global_Bond_R;Bond_Flexible_R;Bond_Flexible_RD;Absolute_High_Yield_R;Global_Multi_Credit_R;SLJ_Local_Emerging_Markets_Debt_R;Bond_High_Yield_R;Bond_Emerging_Markets_R;Bond_Inflation_Linked;Bond_Emerging_Markets_RH;Bond_Corporate_EUR_Short_Term;II_Euro_Bond_R;II_Emerging_Bond_Total_Return_R;II_Emerging_Bond_Total_Return_RD;II_Emerging_Bond_Total_Return_Enhanced_R;Euro_Emerging_Markets_Bonds_R;Green_Euro_Credit_R;Active_Allocation_R;Flexible_Multistrategy_R;Conservative_Allocation_R;Conservative_Allocation_RD;II_Q-Flexible_R;Sustainable_Multiasset_R;Italian_Equity_Opportunities_R;Equity_Italy_Smart_Volatility_R;Equity_World_Smart_Volatility_R;Equity_World_Smart_Volatility_RH;Equity_Emerging_Markets_Smart_Volatility_R;Equity_China_Smart_Volatility_R;Equity_Emerging_Markets_New_Frontiers_R;Equity_Small_Mid_Cap_Europe;Top_European_Research_R;Equity_USA_R;Equity_USA_RH;Equity_China_A;Equity_Japan_R;II_Euro_Q-Equity_R;Sustainable_Global_Equity_R
01/07/2025;101.92;122.2;110.71;97;96.87;97.98;88.5;88.5;103.76;104.35;259.15;373.86;141.76;323.12;69.33;164.4;130.55;93.43;95.93;89.9;91.94;125.81;101.08;117.12;108.59;175.9;102.92;211;186.17;153.41;127.31;208.97;117.87;133.92;901.93;161.49;274.15;220.55;82.84;136.86;197.79;162.74
02/07/2025;101.85;122.28;110.78;96.68;96.56;97.85;88.39;88.39;103.83;104.19;259.28;373.89;141.21;322.77;69.35;163.66;130.46;93.36;95.86;89.87;91.87;125.88;101.1;117.23;108.69;176.25;102.93;211.85;186.83;153.82;127.57;209.44;118.07;134.24;901.81;161.69;275.99;221.74;82.61;136.77;199.09;163.31
03/07/2025;102.14;122.39;110.88;96.95;96.76;97.95;88.48;88.48;103.99;104.58;259.66;374.5;141.51;322.86;69.39;164.16;130.55;93.42;95.94;90;92.12;126.17;101.26;117.47;108.91;176.71;103.29;212.92;187.58;154.93;128.37;211;117.86;134.81;907.91;162.44;278.62;223.53;83.48;136.02;199.76;164.31
04/07/2025;102.22;122.13;110.65;97.02;96.57;97.99;88.51;88.51;103.99;104.34;259.58;373.35;141.31;322.58;69.42;164.23;130.48;93.37;95.84;90.07;92.2;126.18;101.21;117.44;108.88;176.44;103.23;211.52;186.32;154.93;128.37;209.67;117.43;134.91;903.7;161.68;278.62;223.53;83.51;135.8;198.15;164.31
07/07/2025;102.14;122.28;110.78;96.76;96.36;97.85;88.39;88.39;104.11;103.98;259.9;374.17;140.92;322.19;69.43;163.67;130.4;93.32;95.8;90.03;92.13;125.64;101.07;117.24;108.7;176.29;102.91;212.69;187.5;154.06;127.57;209.27;117.84;135.69;906.96;162.52;276.77;221.81;83.13;134.46;199.73;162.98
08/07/2025;101.99;122.58;111.05;96.46;96.36;97.67;88.22;88.22;104.08;103.97;259.87;374.8;140.46;321.47;69.41;163.1;130.25;93.21;95.7;89.85;91.99;125.67;101.11;117.26;108.72;176.41;102.89;214.29;188.66;154.44;127.53;210.76;119.44;136.74;908.72;163.18;277.49;221.55;83.98;134.44;200.77;162.94
09/07/2025;102.11;122.35;110.85;96.55;96.38;97.8;88.34;88.34;104.18;104.15;260.08;375.17;140.53;322.37;69.44;163.25;130.39;93.31;95.77;89.92;92.1;126;101.34;117.38;108.83;177.11;103.26;216.82;191.01;155.01;128.15;209.6;118.07;137.01;913;164.67;278.55;222.78;83.42;135.6;203.48;163.57
10/07/2025;102.01;122.64;111.11;96.34;96.53;97.75;88.3;88.3;104.19;104.25;260.23;376.54;140.01;322.5;69.44;162.85;130.36;93.29;95.76;89.9;92.01;126.14;101.3;117.51;108.95;177.15;103.17;216.42;190;155.69;128.38;210.73;119.17;138.33;917.06;165.37;279.97;223.21;84.04;135.39;203.3;163.33
11/07/2025;101.89;122.47;110.95;96.21;96.13;97.63;88.19;88.19;104.17;103.8;260.11;374.99;139.88;321.52;69.42;162.58;130.26;93.22;95.71;89.83;91.93;125.72;101.1;117.27;108.73;176.72;102.65;214.78;188.28;154.78;127.79;209.95;119.34;139.04;910.76;163.8;279.09;222.74;84.24;135.22;201.39;162.34
14/07/2025;101.91;122.58;111.05;96.14;96.06;97.58;88.14;88.14;104.11;103.83;259.98;374.74;139.7;321.03;69.45;162.43;130.2;93.17;95.61;89.78;91.95;125.9;101.21;117.28;108.73;176.65;102.66;214.93;188.87;155.04;127.92;210.35;119.92;139.71;908.88;163.77;279.7;223.02;84.17;134.95;201.01;162.65
15/07/2025;101.98;123.09;111.52;96.26;96.31;97.56;87.69;87.69;104.12;104.19;260;376.35;140.04;320.58;69.46;162.67;130.1;91.92;95.56;89.81;92.01;125.77;101.13;117.24;108.33;176.38;102.31;213.55;187.68;154.99;127.36;213.22;122.35;140.52;907.49;163.19;280.27;222.24;84.85;134.23;200.32;161.8
16/07/2025;102.05;123.29;111.7;96.39;96.51;97.62;87.74;87.74;104.01;104.39;259.71;376.86;140.13;320.41;69.47;162.87;130.07;91.89;95.52;89.8;92.06;126.11;101.19;117.31;108.39;176.12;102.34;212.6;186.98;155.57;127.63;213.6;122.3;141.44;901.99;162.19;281.57;222.85;84.81;134.48;198.31;162.2
17/07/2025;102.08;123.38;111.78;96.44;96.49;97.68;87.79;87.79;104.09;104.39;259.82;377.18;140.08;320.37;69.47;163.01;130.07;91.89;95.6;89.83;92.09;126.41;101.36;117.5;108.57;176.93;102.99;214.64;188.68;156.48;128.3;214.12;122.68;142.96;908.05;163.9;283.5;224.19;85.4;135.91;200.64;163.25
18/07/2025;102.08;122.92;111.37;96.34;96.22;97.69;87.8;87.8;104.1;104.32;259.9;376.2;139.93;321.14;69.47;162.73;130.13;91.93;95.65;89.88;92.1;126.56;101.35;117.56;108.62;176.95;103.06;215.64;189.66;155.81;128.26;214.02;123.67;143.18;914.61;163.77;282.47;224.47;85.68;134.88;200.54;163.33
21/07/2025;102.39;122.52;111;96.9;96.29;97.93;88.02;88.02;104.19;104.22;260.14;375.99;140.87;322.28;69.53;163.86;130.3;92.05;95.8;90.07;92.31;126.94;101.54;117.75;108.79;177.03;103.15;215.02;189.47;155.4;128.31;213.7;124.13;142.55;914.07;163.75;281.69;224.76;85.88;134.88;200.57;163.22
22/07/2025;102.49;122.28;110.78;97.06;96.32;98.02;88.09;88.09;104.23;104.33;260.23;375.51;141.2;322.55;69.54;164.12;130.33;92.08;95.85;90.09;92.39;127.17;101.47;117.92;108.95;176.78;103.45;214.68;189.43;155.53;128.59;212.52;124.66;143.52;913.13;162.85;281.04;224.71;86.34;135.71;199.41;163.6
23/07/2025;102.38;122.21;110.72;96.89;96.2;97.95;88.03;88.03;104.27;104.3;260.42;375.08;140.98;322.44;69.55;163.84;130.34;92.08;95.87;90.06;92.3;127.65;101.78;118.18;109.19;177.54;103.84;216.65;191.46;156.61;129.54;215.05;126.42;143.66;921.65;164.63;283.48;226.83;86.94;139.71;201.04;164.95
24/07/2025;102.19;121.78;110.33;96.46;95.84;97.82;87.92;87.92;104.67;103.95;260.95;374.43;140.28;322.68;69.5;162.91;130.34;92.08;95.92;90.05;92.15;127.45;101.71;118.1;109.12;177.74;103.74;215.81;190.75;156.56;129.8;214.38;126.57;143.71;926.31;164.83;282.9;226.92;87.46;141.03;201.32;165.24
25/07/2025;102.17;121.89;110.43;96.38;95.87;97.79;87.89;87.89;104.73;103.94;261.01;376.1;140.16;323.12;69.5;162.74;130.34;92.08;95.95;90.04;92.14;127.33;101.66;118.02;109.04;177.71;103.78;215.9;191.26;157.17;130.06;213.62;125.7;144.65;923.4;164.2;285.07;227.98;87.16;139.48;200.93;165.56
28/07/2025;102.37;122.7;111.16;96.59;96.37;97.86;87.95;87.95;104.85;104.23;261.42;379.33;140.49;323.33;69.55;163.16;130.45;92.16;96.07;90.13;92.3;127.42;101.59;118.01;109.04;177.55;103.73;216.04;191.14;157.87;129.8;214.78;126.93;146.77;921.22;163.9;287.8;228.44;88.16;139.49;200.34;165.16
29/07/2025;102.35;123.67;112.04;96.61;97.16;97.93;88.02;88.02;104.95;104.97;261.65;384.22;140.46;324.32;69.55;163.24;130.54;92.22;96.15;90.12;92.28;127.57;101.61;118;109.02;177.67;104.02;218.33;193.33;158.99;129.68;216.57;128.09;145.91;924.62;164.57;289.89;227.87;89.26;139.7;202.06;165.15
30/07/2025;102.35;123.95;112.29;96.56;97.26;97.88;87.97;87.97;104.93;105.03;261.64;385.09;140.46;323.85;69.55;163.08;130.5;92.19;96.12;90.1;92.28;127.5;101.58;117.91;108.94;177.68;103.86;219.13;194.66;159.24;129.52;217.37;127.24;146.39;920.91;164.83;290.76;227.72;89.13;140.22;202.56;164.58
31/07/2025;102.38;124.23;112.55;96.64;97.33;97.89;87.98;87.98;105.05;105.06;261.87;386.43;140.69;323.96;69.55;163.32;130.63;92.29;96.21;90.19;92.3;127.22;101.43;117.82;108.86;177.23;103.63;216.81;192.08;158.73;128.83;216.25;125.48;146.79;916.85;163.44;290.95;227.14;87.41;140.15;200.56;163.88
01/08/2025;102.33;123.26;111.67;96.76;97.12;98;88.08;88.08;104.89;104.89;261.62;383.7;140.59;324.65;69.54;163.5;130.73;92.36;96.22;90.22;92.29;126.82;101.18;117.59;108.66;175.95;103;212.17;188.02;155.7;127.24;211.32;123.19;145.17;901.09;160.03;283.42;223.2;85.7;141.79;196.06;161.77
04/08/2025;102.54;123.73;112.09;97.1;97.52;98.16;88.23;88.23;104.9;105.56;261.75;384.45;141.03;325.54;69.57;164.2;130.88;92.46;96.33;90.33;92.46;127.52;101.48;117.89;108.93;176.71;103.8;215.78;191.09;157.36;128.66;213.37;124.23;146.78;908.88;161.57;287.58;226.69;86.76;141.29;198.78;163.52
05/08/2025;102.58;123.59;111.97;97.16;97.47;98.21;88.27;88.27;104.95;105.56;261.96;384.97;141.19;326.01;69.58;164.27;130.89;92.47;96.36;90.43;92.5;127.52;101.43;117.93;108.96;176.81;103.78;216.85;191.55;157;128.38;214.66;125.13;147.94;911.58;161.76;286.16;225.59;87.33;141.79;199.28;163.13
06/08/2025;102.5;123;111.44;97.02;97.09;98.17;88.24;88.24;105.03;105.44;262.09;383.02;141.12;325.94;69.58;163.94;130.99;92.54;96.45;90.43;92.43;127.6;101.59;117.87;108.91;177.19;103.76;217.91;192.8;157.12;129.03;213.21;124.64;148.41;912.22;161.53;285.94;226.54;87;142.1;200.03;164.02
07/08/2025;102.6;123.22;111.63;97.11;97.23;98.23;88.29;88.29;105.11;105.68;262.23;383.73;141.23;326.39;69.59;164.15;131.15;92.65;96.57;90.51;92.52;127.59;101.72;117.99;109.02;177.38;103.6;219.17;194.02;157.38;129.18;215.67;125.14;149.65;923.42;162.91;285.43;226.02;87.33;142.49;201.81;163.71
08/08/2025;102.42;122.8;111.25;96.82;96.86;98.15;88.21;88.21;105.06;105.53;262.28;382.66;140.65;326.34;69.57;163.49;131.21;92.7;96.62;90.5;92.37;127.64;101.89;117.99;109.02;177.68;103.58;219.88;194.68;157.97;129.97;214.11;123.99;149.82;923.64;163.2;286.91;227.79;86.67;144.12;202.49;164.16
11/08/2025;102.45;123.21;111.62;96.75;97.17;98.15;88.22;88.22;105.14;105.82;262.55;385.09;140.56;326.82;69.58;163.34;131.26;92.73;96.67;90.5;92.38;127.62;101.81;117.97;109;177.63;103.52;219.21;194.5;158.4;129.8;215.34;124.61;150.84;920.25;163.1;287.6;227.21;87.16;144.12;202.22;163.54
12/08/2025;102.32;122.43;110.91;96.5;96.66;98.12;88.19;88.19;105.19;105.57;262.73;383.51;140.01;327.09;69.58;162.68;131.3;92.76;96.72;90.42;92.29;127.87;102.07;118.12;109.14;178.06;104.04;220.42;195.81;158.88;130.74;214.71;124.41;150.65;923.76;163.32;289.62;229.92;86.95;145.33;202.55;164.76
13/08/2025;102.61;122.24;110.75;96.96;96.69;98.35;88.39;88.39;105.31;105.73;262.97;383.32;140.72;328.53;69.63;163.61;131.47;92.88;96.91;90.56;92.53;128.39;102.28;118.56;109.54;178.48;104.7;221.44;196.89;158.95;131.27;216.65;126.67;150.95;925.89;164.25;289.05;230.59;87.82;146.48;204.17;165.92
14/08/2025;102.54;122.68;111.15;96.75;96.79;98.27;88.32;88.32;105.36;105.84;262.95;384.66;140.33;328.05;69.63;163.16;131.63;92.99;96.99;90.55;92.47;128.24;102.21;118.5;109.48;178.62;104.45;223.09;198.69;159.62;131.31;216.89;127.23;152.01;930.7;165.34;290.71;230.73;88.56;145.45;205.66;165.53
15/08/2025;102.54;122.68;111.15;96.75;96.79;98.27;88.32;88.32;105.36;105.84;262.95;384.66;140.33;328.05;69.63;163.16;131.63;92.99;96.99;90.55;92.47;128.24;102.21;118.5;109.48;178.62;104.45;223.09;198.69;159.62;131.31;216.89;127.23;152.01;930.7;165.34;290.71;230.73;88.56;145.45;205.66;165.53
18/08/2025;102.4;122.1;110.62;96.36;96.36;98.11;88.17;88.17;105.27;105.51;263;384.22;139.45;327.73;69.62;162.24;131.54;92.93;96.91;90.44;92.36;128.01;102.14;118.32;109.32;178.63;104.29;223.75;198.92;159.48;131.24;216.76;127.33;151.59;931.38;165.28;289.55;229.86;89.7;147.59;205.8;165.66
19/08/2025;102.45;122.08;110.6;96.43;96.3;98.13;88.2;88.2;105.25;105.42;262.97;384.32;139.51;328.01;69.63;162.39;131.54;92.93;96.91;90.45;92.4;127.83;102.04;118.47;109.46;178.41;104.26;225.01;200.04;159.26;131.14;216.48;127.15;151.46;938.52;166.42;287.42;228.31;89.09;147.94;206.85;165.79
20/08/2025;102.51;122.2;110.71;96.6;96.43;98.16;88.22;88.22;105.13;105.55;262.71;384.15;139.78;327.56;69.63;162.79;131.49;92.89;96.86;90.47;92.45;127.87;102.06;118.56;109.54;178.33;104.25;224.1;199.45;159.27;131.01;215.5;127.37;151.53;940.01;166.72;287.17;227.92;90.21;148.6;206.5;165.38
21/08/2025;102.24;122.62;111.09;96.23;96.4;97.98;88.06;88.06;105.05;105.61;262.35;384.67;139.23;326.72;69.57;162.14;131.34;92.79;96.76;90.35;92.25;127.61;101.92;118.38;109.38;178.24;104.17;224.84;200.2;159.24;130.61;216.5;127.81;152.1;940.93;166.67;287.12;226.95;91.05;147.33;206.37;164.7
22/08/2025;102.38;121.8;110.34;96.54;96.31;98.21;88.27;88.27;105.08;105.59;262.42;382.98;139.73;327.96;69.59;162.69;131.45;92.86;96.9;90.42;92.35;128.39;102.31;118.72;109.69;178.93;104.9;226.77;201.62;159.79;131.91;215.52;128.38;150.93;947.04;167.23;289.22;230.52;92.68;148.09;207.34;166.75
25/08/2025;102.26;122.62;111.09;96.23;96.4;98.12;88.19;88.19;105.15;105.85;262.54;383.37;139.17;327.52;69.57;162;131.32;92.77;96.75;90.34;92.24;128.21;102.15;118.66;109.63;178.74;104.65;226.74;201.42;159.34;131.31;218.4;131.2;150.74;943.9;166.48;288.67;229.54;94.8;148.14;206.06;165.71
26/08/2025;102.35;122.87;111.32;96.35;96.6;98.16;88.22;88.22;105.21;105.99;262.42;384.28;139.36;327.31;69.59;162.26;131.26;92.73;96.73;90.36;92.33;128.31;102.16;118.57;109.55;178.46;104.62;224.68;199.41;159.74;131.31;217.37;130.54;152.12;937.93;165.19;290.82;230.55;95.04;147.09;203.9;165.6
27/08/2025;102.4;123.42;111.82;96.36;96.94;98.19;88.25;88.25;105.28;106.21;262.46;386.25;139.37;327.34;69.6;162.3;131.19;92.68;96.7;90.35;92.38;128.37;102.12;118.54;109.52;178.3;104.78;223.91;198.24;160.7;131.53;217.68;129.19;153.02;934.59;165.47;292.83;230.95;94.04;147.43;203.38;166.03
28/08/2025;102.38;123.06;111.49;96.5;96.8;98.27;88.32;88.32;105.31;106.1;262.47;385.02;139.67;328.26;69.59;162.56;131.31;92.77;96.8;90.43;92.36;128.43;102.12;118.45;109.45;178.49;104.85;224.54;198.68;160.19;131.75;215.14;127.42;152.52;933.26;165.07;292.22;231.89;95.15;148.25;203.34;166.22
29/08/2025;102.28;122.78;111.24;96.32;96.48;98.19;88.25;88.25;105.31;105.61;262.52;383.65;139.25;328.01;69.58;162.14;131.29;92.76;96.77;90.42;92.29;128.19;102;118.41;109.41;178.04;104.6;223.03;197.57;159.13;131.17;213.82;127.73;152.42;927.64;163.88;289.03;230.01;95.99;147.22;202.05;165.57
01/09/2025;102.16;122.67;111.13;96.15;96.35;98.12;88.18;88.18;105.26;105.72;262.37;383.04;139.01;327.69;69.57;161.81;131.22;92.71;96.71;90.37;92.19;128.16;101.98;118.47;109.46;178.06;104.69;223.79;198.36;159.13;131.17;214.98;130.3;152.64;930.39;164.28;289.03;230.01;96.67;146.4;202.52;165.57
02/09/2025;101.91;122.85;111.3;95.77;96.25;97.93;88.02;88.02;105.16;105.6;261.98;383.78;138.56;327.01;69.53;161.13;131.07;92.59;96.52;90.15;92;127.74;101.83;118.19;109.2;177.33;104.26;219.67;195.31;158.52;130.38;215.68;130.3;152.94;913.42;161.95;288.15;228.5;96.38;147.11;199.19;164.22
03/09/2025;102.07;123.06;111.49;96.07;96.53;98.07;88.14;88.14;105.14;105.94;261.9;384.96;138.95;328.01;69.55;161.78;131.13;92.64;96.59;90.22;92.12;127.95;101.84;118.24;109.26;177.46;104.34;219.35;195.34;159.11;130.85;215.76;129.91;153.32;918.19;162.92;289.36;229.45;95.84;145.87;199.95;164.79
04/09/2025;102.23;123.53;111.91;96.28;96.84;98.2;88.26;88.26;105.19;106.18;262.09;387.26;139.31;329.14;69.57;162.19;131.21;92.7;96.67;90.31;92.23;128.26;101.99;118.33;109.34;177.81;104.64;220.25;196.05;160.49;131.76;215.54;128.31;153.88;921.52;164.12;292.65;231.47;93.57;146.91;201;166
05/09/2025;102.49;122.68;111.14;96.67;96.75;98.46;88.49;88.49;105.36;106.15;262.47;386.16;139.69;330.9;69.63;162.84;131.36;92.8;96.83;90.49;92.43;128.43;102.08;118.62;109.6;177.95;105.09;219.07;194.69;159.18;131.49;215.77;129.37;152.62;924.39;163.52;289.07;230.54;95.28;148.77;200.52;166.22
08/09/2025;102.6;122.64;111.11;96.87;96.82;98.56;88.58;88.58;105.47;106.43;262.62;386.33;140.03;331.28;69.65;163.27;131.19;92.68;96.69;90.52;92.5;128.56;102.17;118.67;109.64;178.23;105.44;220.08;195.18;159.49;131.82;216.27;130.41;151.76;929.57;164.48;289.75;231.23;95.88;149.35;202.19;166.79
09/09/2025;102.61;122.75;111.21;96.8;96.9;98.55;88.57;88.57;105.52;106.59;262.73;386.71;140.05;331.19;69.65;163.12;131.16;92.66;96.67;90.51;92.5;128.85;102.16;118.79;109.75;178.49;105.28;221;196.36;159.86;131.97;218.6;131.87;152.1;930.5;164.34;290.95;231.9;95.34;149.51;202.73;166.4
10/09/2025;102.69;122.72;111.18;96.86;97;98.63;88.65;88.65;105.55;106.72;262.85;388.29;140.16;332.41;69.67;163.21;131.29;92.76;96.8;90.57;92.56;128.88;102.22;118.89;109.84;178.65;105.36;221.08;196.66;160.1;132.13;220.69;132.71;152.7;930.68;164.24;292.01;232.65;95.64;149.81;202.74;166.43
11/09/2025;102.68;122.71;111.17;96.93;97.13;98.72;88.72;88.72;105.62;107.04;263.01;389.78;140.18;333.63;69.66;163.38;131.47;92.88;96.98;90.64;92.53;129.26;102.51;119.13;110.07;179.19;106.02;223.44;198.27;161.26;133.05;221.3;132.62;153.38;934.72;165.09;294.41;234.52;97.77;149.82;203.88;168.11
12/09/2025;102.55;122.72;111.18;96.61;96.94;98.63;88.64;88.64;105.66;107.1;263.1;389.28;139.71;333.17;69.65;162.74;131.36;92.8;96.86;90.51;92.41;129.22;102.46;119.11;110.05;179.32;105.74;224.3;199.13;161.04;132.88;223.34;134.11;153.84;934.45;164.93;294.26;234.36;97.82;150.04;204.19;167.65
15/09/2025;102.7;122.56;111.03;96.8;96.95;98.77;88.77;88.77;105.75;107.11;263.37;388.8;140.02;333.58;69.68;163.09;131.49;92.89;96.93;90.54;92.51;129.45;102.65;119.2;110.14;179.72;105.95;226.93;201.12;161.08;133.15;223.3;134.11;153.72;938.1;165.66;294.68;235.27;98.12;150.04;205.76;167.91
16/09/2025;102.71;121.95;110.48;96.84;96.59;98.79;88.79;88.79;105.77;106.76;263.45;386.65;140.05;334.26;69.69;163.06;131.59;92.97;97.07;90.64;92.53;129.29;102.58;119.16;110.09;179.35;105.67;224.63;198.93;159.69;132.79;223.25;133.12;152.83;927.76;163.72;291.85;234.79;97.17;150.31;203.09;167.09
17/09/2025;102.73;122.23;110.73;96.94;96.68;98.78;88.78;88.78;105.82;106.85;263.55;386.28;140.2;333.85;69.69;163.35;131.62;92.99;97.08;90.69;92.55;129.28;102.56;119.22;110.15;179.23;105.67;222.58;196.83;159.61;132.7;224.53;135.92;152.73;926.38;163.75;291.46;234.43;98.23;149.76;202.82;166.92
18/09/2025;102.68;122.7;111.17;96.65;96.75;98.7;88.7;88.7;105.94;107.18;263.92;387.34;139.59;332.75;69.7;162.65;131.32;92.78;96.74;90.52;92.51;129.27;102.64;119.09;110.03;179.57;105.99;224.36;198.25;161.13;133.39;225.59;134.7;153.48;929.07;165.41;294.94;235.76;98.38;149.72;205.03;167.85
19/09/2025;102.62;122.62;111.09;96.5;96.66;98.62;88.64;88.64;105.97;107.04;264.05;386.86;139.36;331.82;69.7;162.4;131.26;92.73;96.65;90.33;92.45;129.43;102.7;119.26;110.19;179.74;105.82;224.19;198.32;161.79;133.77;225.24;134.88;153.39;925.81;165.08;296.51;236.65;98.4;149.19;205.22;168.15
22/09/2025;102.64;122.42;110.91;96.47;96.49;98.59;88.61;88.61;105.99;106.94;264.06;387.47;139.28;332.73;69.72;162.32;131.52;92.91;96.97;90.45;92.47;129.6;102.78;119.36;110.28;179.87;105.85;225.05;199.09;162.11;134.17;224.99;134.02;152.28;926.18;165.05;297.02;237.31;99.47;150.17;204.97;168.52
23/09/2025;102.64;122.2;110.71;96.49;96.47;98.64;88.65;88.65;106.03;106.98;264.1;388.1;139.36;333.85;69.72;162.33;131.76;93.08;97.16;90.55;92.47;129.38;102.74;119.52;110.43;179.86;105.89;225.13;199.38;161.27;133.68;224.84;132.6;151.57;930.53;165.61;294.68;235.89;99.81;150.17;205.76;167.69
24/09/2025;102.66;122.26;110.76;96.46;96.55;98.6;88.62;88.62;106.06;106.92;264.17;389.98;139.34;334.07;69.73;162.26;131.77;93.09;97.21;90.55;92.48;129.53;102.66;119.41;110.33;179.75;105.9;224.42;199.1;161.33;133.33;226.62;135.16;152.87;930.55;165.48;295.22;235.3;101.73;149.44;205.84;167.17
25/09/2025;102.51;122.66;111.13;96.27;96.59;98.47;88.5;88.5;106.01;106.84;263.86;390.98;139.16;333.1;69.7;162;131.71;93.04;97.11;90.42;92.37;129.36;102.44;119.26;110.19;179.55;105.59;222.63;198.16;161.3;132.79;226.24;136.12;153.95;924.36;164.43;295.8;234.42;102.94;150;205.13;165.79
26/09/2025;102.59;122.47;110.95;96.4;96.44;98.51;88.54;88.54;105.94;106.59;263.75;390.08;139.55;332.73;69.71;162.3;131.64;93;97.01;90.4;92.43;129.53;102.52;119.41;110.32;179.8;105.87;224.04;199.67;161.97;133.45;223.33;134.12;153.8;928.39;165.79;297.26;235.88;101.44;150.19;206.83;166.99
29/09/2025;102.75;122.39;110.88;96.67;96.54;98.64;88.65;88.65;105.98;106.69;263.87;389.32;139.87;333.03;69.74;162.83;131.67;93.01;97.04;90.49;92.55;129.99;102.53;119.67;110.57;179.98;106.11;224.69;199.65;161.94;133.71;224.97;135.97;153.67;929.94;166.1;296.92;236.32;103.8;149.02;206.94;167.48
30/09/2025;102.77;122.27;110.78;96.72;96.5;98.64;88.65;88.65;105.96;106.61;263.71;388.19;139.69;332.54;69.74;162.84;131.63;92.99;96.99;90.48;92.57;130.14;102.6;119.73;110.62;180.25;106.27;225.33;200.35;162.37;134.17;225.47;137.11;153.65;933.09;166.99;297.81;237.4;105;150.1;207.82;168.25
01/10/2025;102.79;122.27;110.78;96.76;96.72;98.72;88.72;88.72;105.93;107.07;263.69;388.96;139.81;332.99;69.75;162.86;131.7;93.04;97.11;90.48;92.59;130.36;102.72;119.83;110.71;180.55;106.32;226.43;201.56;163.01;134.6;226.5;137.11;153.02;938.8;169.17;299.36;238.52;105;148.83;209.32;168.73
02/10/2025;102.94;122.27;110.78;96.85;96.8;98.77;88.77;88.77;105.98;106.99;263.96;390.66;139.79;333.58;69.78;163;131.62;92.98;96.96;90.51;92.69;130.58;102.75;119.95;110.82;180.75;106.62;227.86;202.07;163.58;134.84;229.28;139.21;153.19;942.83;170.26;300.46;238.75;105;148.16;210.68;169.19
03/10/2025;102.95;122.27;110.78;96.88;96.62;98.77;88.77;88.77;105.99;106.89;263.95;390.2;139.95;333.94;69.79;163.09;131.66;93.01;97.03;90.58;92.71;130.67;102.83;120.05;110.92;180.84;106.77;229.55;202.99;163.61;135.07;229.56;138.18;153.48;947.58;171.06;299.7;238.65;105;149.47;211.02;169.5
06/10/2025;102.88;122.27;110.78;96.68;96.51;98.69;88.7;88.7;105.82;106.98;263.68;390.56;139.62;333.61;69.79;162.69;131.77;93.09;97.14;90.54;92.67;130.67;103.04;120.03;110.9;180.84;107.04;228.83;202.56;164.41;135.61;229.86;137.61;155.31;948.42;170.98;301.32;239.47;105;151.23;210.18;169.97
07/10/2025;102.91;122.27;110.78;96.64;96.81;98.71;88.72;88.72;105.54;107.39;263.24;392.08;139.61;333.47;69.79;162.62;131.75;93.07;97.07;90.47;92.7;130.51;102.94;119.98;110.85;180.59;106.71;228.58;202.16;164.36;135.16;231.17;137.61;154.73;946.14;170.69;300.9;238.09;105;150.53;209.57;169.24
08/10/2025;103.04;122.27;110.78;96.89;97.18;98.8;88.8;88.8;105.4;107.8;262.75;393.65;140.14;333.63;69.8;163.25;131.75;93.08;97.15;90.53;92.82;131.04;103.12;120.08;110.95;180.99;107.13;230.6;204.07;165.59;135.84;231.78;138.27;155.53;952.78;171.94;303.87;239.58;105;149.85;210.62;169.83
09/10/2025;102.95;123.92;112.27;96.75;97.32;98.71;88.72;88.72;105.24;108.07;262.12;395.41;140.11;333.97;69.79;163.04;131.81;93.11;97.16;90.59;92.73;130.79;103.03;119.84;110.72;180.75;106.74;228.27;201.39;165.6;135.54;233.35;139.04;155.64;950.31;170.95;304.28;239.05;108.5;150.55;210.27;169.44
10/10/2025;103;124.08;112.42;96.98;97.47;98.77;88.77;88.77;104.82;107.88;261.19;394.39;140.52;333.08;69.78;163.66;131.88;93.17;97.24;90.62;92.82;129.82;102.73;119.64;110.54;179.21;105.8;224.24;198.18;1.621.349;1.326.618;231.33;136.22;156.62;940.54;168.76;295.63;232.08;105.04;148.63;207.08;165.64
13/10/2025;103;124.18;112.5;97.07;97.7;98.8;88.8;88.8;104.69;108.12;260.91;394.9;140.7;332.97;69.78;163.82;131.89;93.17;97.23;90.64;92.83;130.41;102.98;119.71;110.6;179.89;106.33;224.91;198.52;164.06;134.07;230.5;134.91;157.62;945.45;169.52;301.21;236.17;104.07;148.63;208.3;167.63
14/10/2025;103.06;123.75;112.11;97.31;97.52;98.92;88.91;88.91;104.63;107.68;261.24;393.98;141.19;333.28;69.79;164.35;131.99;93.25;97.31;90.67;92.88;130.26;102.94;119.88;110.76;179.83;106.32;223.42;197.86;163.36;133.8;227.6;132.27;157.64;940.82;168.44;300.19;235.98;101.19;146.41;208.02;166.92
