Data;Bond_Corporate_Eur_R;Bond_Aggregate_RMB_R;Bond_Aggregate_RMB_RD;Bond_Aggregate_EUR_R;Global_Bond_R;Bond_Flexible_R;Bond_Flexible_RD;Absolute_High_Yield_R;Global_Multi_Credit_R;SLJ_Local_Emerging_Markets_Debt_R;Bond_High_Yield_R;Bond_Emerging_Markets_R;Bond_Inflation_Linked;Bond_Emerging_Markets_RH;Bond_Corporate_EUR_Short_Term;II_Euro_Bond_R;II_Emerging_Bond_Total_Return_R;II_Emerging_Bond_Total_Return_RD;II_Emerging_Bond_Total_Return_Enhanced_R;Euro_Emerging_Markets_Bonds_R;Green_Euro_Credit_R;Active_Allocation_R;Flexible_Multistrategy_R;Conservative_Allocation_R;Conservative_Allocation_RD;II_Q-Flexible_R;Sustainable_Multiasset_R;Italian_Equity_Opportunities_R;Equity_Italy_Smart_Volatility_R;Equity_World_Smart_Volatility_R;Equity_World_Smart_Volatility_RH;Equity_Emerging_Markets_Smart_Volatility_R;Equity_China_Smart_Volatility_R;Equity_Emerging_Markets_New_Frontiers_R;Equity_Small_Mid_Cap_Europe;Top_European_Research_R;Equity_USA_R;Equity_USA_RH;Equity_China_A;Equity_Japan_R;II_Euro_Q-Equity_R;Sustainable_Global_Equity_R
09/09/2021;106.94;117.97;110.93;111.14;109.41;103.74;97.05;97.05;102.83;104.51;245.51;387.67;149.56;369.82;67.54;183.41;133.09;98.72;100.57;100.87;100.2;120.51;99.78;114.23;108.74;163.09;100.62;135.71;114.89;125.71;110;227.95;141.97;139.9;897.03;128.23;204.8;183.19;140.41;120.65;152.33;142.19
10/09/2021;106.89;117.91;110.87;110.97;109.24;103.72;97.03;97.03;102.87;104.6;245.62;386.8;149.61;369.46;67.55;183.06;133.22;98.82;100.62;100.9;100.12;120.34;99.74;114.14;108.66;162.52;100.46;134.66;113.97;125.16;109.63;226.72;140.19;139.39;892.72;128.07;202.79;181.67;140.29;120.82;152.02;141.57
13/09/2021;106.92;117.95;110.91;111.02;109.45;103.78;97.09;97.09;102.92;104.71;245.75;387.82;150.01;369.68;67.57;183.1;133.32;98.89;100.69;100.92;100.14;120.55;99.87;114.32;108.83;162.6;100.67;135.15;114.74;125.46;109.74;226.16;138.6;139.85;893.64;128.49;203.74;182.11;138.5;122.63;152.59;141.79
14/09/2021;106.99;118.1;111.05;111.11;109.44;103.79;97.1;97.1;102.95;104.44;245.97;387.67;149.6;369.87;67.58;183.36;133.28;98.86;100.66;100.87;100.19;120.35;99.79;114.17;108.69;162.33;100.47;135.3;115.27;125.08;109.47;224.88;136.32;139.57;894.37;128.51;202.38;181.07;137.35;121.77;152.78;141.41
15/09/2021;106.92;118.49;111.42;110.89;109.43;103.78;97.09;97.09;102.94;104.36;246.19;387.79;149.37;369.87;67.58;182.82;133.37;98.92;100.69;100.9;100.07;120.49;99.75;114.16;108.68;162.32;100.48;134.04;114.48;125.44;109.73;224.38;134.74;140.18;885.3;127.82;204.12;182.58;135.26;121.65;151.37;142.06
16/09/2021;106.93;118.68;111.6;110.89;109.64;103.8;97.11;97.11;102.99;104.45;246.3;388.82;149.28;369.11;67.58;182.82;133.41;98.96;100.66;100.87;100.07;120.52;99.76;114.22;108.73;162.29;100.59;134.73;115.35;125.72;109.64;224.97;136.58;140.65;891.79;128.51;204.81;182.35;136.52;122;152.04;141.87
17/09/2021;106.87;118.68;111.6;110.79;109.54;103.79;97.1;97.1;102.98;104.1;246.25;389.04;149.26;368.51;67.58;182.58;133.42;98.96;100.68;100.83;99.99;120.44;99.67;114.06;108.58;161.56;100.36;133.81;114.35;124.85;108.76;222.75;134.04;140.93;885.18;127.07;203.57;180.84;136.52;122;150.43;140.67
20/09/2021;106.88;118.68;111.6;110.88;109.56;103.65;96.97;96.97;102.77;103.68;245.8;387.9;149;367.11;67.56;182.84;133.26;98.84;100.48;100.59;100.11;119.6;99.25;113.58;108.12;160.09;99.81;130.86;111.92;123.26;107.23;222.75;133.14;139.74;868.77;124.85;200.41;177.82;136.52;120.96;147.22;138.67
21/09/2021;106.87;118.48;111.41;110.91;109.64;103.68;96.99;96.99;102.75;103.76;245.85;387.85;149.17;367.07;67.56;183.08;133.24;98.83;100.52;100.56;100.1;119.63;99.24;113.58;108.11;160.42;99.81;131.99;113.22;123.54;107.4;221.21;133.14;139.46;877.33;126.45;200.62;178;134.97;119.35;149.07;138.62
22/09/2021;106.89;118.55;111.47;110.99;109.67;103.82;97.13;97.13;102.8;103.94;245.93;387.71;149.42;367.17;67.56;183.21;133.19;98.79;100.38;100.52;100.11;120.05;99.41;113.77;108.3;161.05;100.03;134.03;114.79;124.06;107.94;222.62;134.61;140.17;884.25;127.71;202.58;179.89;135.16;119.35;150.83;139.65
23/09/2021;106.68;118.77;111.68;110.65;109.37;103.82;97.13;97.13;102.81;103.75;245.79;385.42;149.23;365.47;67.54;182.47;133.02;98.66;100.21;100.45;99.86;120.51;99.57;114.06;108.57;161.89;100.31;135.77;116.15;125.09;108.96;223.01;133.66;140.4;892.83;128.9;204.87;182.18;135.02;121.11;152.43;141.07
24/09/2021;106.56;118.99;111.88;110.38;109.19;103.76;97.07;97.07;102.73;103.37;245.51;384.78;148.6;363.74;67.52;181.9;132.94;98.61;100.03;100.17;99.75;120.63;99.59;114.02;108.53;161.59;100.27;134.95;115.51;125.19;108.87;222.91;133.26;140.51;884.07;127.8;206;182.63;135.06;120.72;151.09;140.83
27/09/2021;106.5;119.3;112.17;110.36;109.18;103.73;97.05;97.05;102.6;103.32;245.31;383.84;149.09;362.42;67.5;181.95;132.86;98.55;99.91;99.95;99.72;120.93;99.75;114.02;108.53;161.3;100.35;135.33;115.67;124.7;108.35;223.07;135.71;140.05;879.98;127.45;205.6;182.07;135.97;120.25;150.91;140.19
28/09/2021;106.33;119.8;112.65;110.22;108.87;103.59;96.91;96.91;102.44;102.75;244.69;382.56;149.28;360.36;67.47;181.65;132.77;98.48;99.69;99.63;99.64;120.32;99.48;113.44;107.98;159.83;99.72;132.16;113.15;122.64;106.44;222.24;135.52;140.63;859.04;124.6;201.91;178.33;135.01;118.74;147.7;137.69
29/09/2021;106.38;120.34;113.15;110.27;109.21;103.65;96.97;96.97;102.49;103.17;244.74;385.43;149.18;361.29;67.48;181.83;132.91;98.58;99.9;99.69;99.66;120.45;99.53;113.49;108.02;160.09;99.84;132.85;113.78;123.26;106.63;222.09;135.54;141.26;862.21;125.54;202.98;178.33;136.87;119.18;148.22;137.87
30/09/2021;106.35;120.34;113.15;110.14;109.37;103.62;96.94;96.94;102.48;103.41;244.58;385.71;148.89;360.71;67.48;181.55;132.89;98.57;99.95;99.64;99.65;120.23;99.47;113.16;107.7;159.49;99.58;132.88;113.77;122.4;105.59;221.45;135.54;142.08;862.53;125.55;201.27;176.38;136.87;117.06;147.63;136.67
01/10/2021;106.37;120.34;113.15;110.28;109.54;103.6;96.92;96.92;102.36;103.68;244.28;385.14;149.46;360.38;67.46;181.88;132.79;98.49;99.8;99.44;99.81;120.38;99.39;113.1;107.65;159.89;99.52;133.02;113.48;122.93;106.04;221.45;135.54;142.07;858.81;125.12;203.86;178.81;136.87;116.48;146.69;137.17
04/10/2021;106.32;120.34;113.15;110.21;109.21;103.5;96.83;96.83;102.24;102.99;244.17;383.33;149.66;359.51;67.45;181.74;132.73;98.45;99.74;99.29;99.76;120.06;99.19;112.94;107.5;159.02;99.35;132.03;112.8;121.73;105.11;221.45;132.87;142.07;854.47;124.6;200.78;176.47;136.87;114.38;145.75;135.68
05/10/2021;106.2;120.34;113.15;110.12;109.2;103.47;96.8;96.8;102.17;102.97;243.83;383.41;150.48;358.6;67.43;181.62;132.67;98.41;99.71;99.15;99.67;120.44;99.38;113.06;107.61;159.8;99.59;134;114.68;122.89;105.95;221.45;132.87;142.43;861.21;126.41;203.13;178.1;136.87;114.9;147.94;136.7
06/10/2021;106.05;120.34;113.15;109.97;109.45;103.4;96.73;96.73;102.09;103.32;243.13;384.5;149.73;358.05;67.4;181.46;132.69;98.42;99.74;99.01;99.46;120.35;99.33;112.71;107.27;159.75;99.52;132.06;113.16;123.34;105.95;221.45;132.87;143.08;850.23;125.06;205.13;179.08;136.87;114.58;145.95;136.86
07/10/2021;106.12;120.76;113.55;110.01;109.41;103.49;96.81;96.81;102.16;103.47;243.34;384.54;149.64;358.62;67.41;181.62;132.68;98.41;99.75;99.12;99.5;120.78;99.49;113.14;107.69;160.47;99.89;134.01;114.77;124.34;106.94;221.45;132.87;143.31;861.34;126.91;206.43;180.52;137.92;115.2;148.44;138.12
08/10/2021;105.99;120.81;113.59;109.87;109.12;103.38;96.71;96.71;102.18;103.05;243.25;383.31;149.54;357.85;67.4;181.36;132.58;98.34;99.64;99.02;99.38;120.9;99.52;113.07;107.62;160.18;99.74;134.14;114.88;124.13;106.88;225.74;139.67;143.67;857.38;126.62;205.66;180.05;136.98;115.82;147.87;137.68
11/10/2021;105.77;120.57;113.37;109.66;108.92;103.26;96.6;96.6;102.08;102.88;242.6;382.39;149.49;356.91;67.37;181.06;132.43;98.23;99.51;98.87;99.21;120.79;99.55;112.9;107.46;159.81;99.56;133.59;114.37;124.13;106.88;224.16;138.18;143.81;854.5;126.66;205.66;180.05;135.49;115.05;147.57;137.68
12/10/2021;105.49;120.54;113.34;109.5;109.08;103.22;96.56;96.56;101.98;103.12;242.09;383.63;149.61;357.31;67.33;180.97;132.55;98.32;99.61;98.73;98.97;120.67;99.53;112.77;107.34;159.73;99.43;134.19;114.91;123.5;106.25;224.33;138.14;144.72;856.03;126.41;204.21;178.33;137.48;114.57;147.24;137.33
13/10/2021;105.58;120.49;113.3;109.72;109.17;103.3;96.64;96.64;102;103.22;242.34;383.78;149.87;358.22;67.33;181.55;132.49;98.28;99.54;98.85;99.06;120.64;99.49;112.89;107.44;160.07;99.47;134.77;115.11;123.85;106.72;225.25;138.14;144.66;865.16;127.22;204.15;178.7;136.86;114.94;148.05;137.92
14/10/2021;105.94;120.33;113.15;110.1;109.39;103.57;96.89;96.89;102.08;103.52;243.13;384.87;150.41;359.69;67.38;182.32;132.44;98.23;99.13;99.04;99.37;121.09;99.69;113.41;107.95;161.03;100.02;136.41;116.54;125.51;108.25;227.45;139.57;145.08;875.87;128.92;207.52;181.94;137.71;116.53;150.12;139.91
15/10/2021;105.91;119.99;112.83;110.03;109.23;103.53;96.86;96.86;102.17;103.74;243.35;384.42;150.69;359.74;67.39;182.07;132.34;98.16;99.05;99;99.29;121.47;99.91;113.65;108.18;161.54;100.23;137.36;117.53;126.19;108.97;227.58;140.18;145.24;882.76;130.01;208.84;183.37;136.83;116.11;150.99;140.65
18/10/2021;105.73;120.19;113.02;109.96;108.88;103.46;96.79;96.79;102.07;103.17;243.16;383.95;150.98;359.17;67.35;182.1;132.28;98.11;98.94;98.96;99.14;121.4;99.8;113.55;108.08;161.53;100.04;137.31;117.36;126.47;109.21;228.54;142.01;145.53;877.52;129.49;209.67;184.02;138.58;115.83;150.02;140.69
19/10/2021;105.61;120.2;113.03;109.66;108.55;103.5;96.83;96.83;102.04;103.16;243.14;381.96;150.45;358.65;67.35;181.57;132.29;98.12;99.33;98.93;99.04;121.56;99.8;113.66;108.19;161.93;100.2;137.7;117.49;126.95;109.93;229.38;143.69;144.98;882.58;129.87;210.32;185.26;137.83;115.86;150.48;141.61
20/10/2021;105.7;120.26;113.08;109.75;108.54;103.47;96.8;96.8;102;103.16;243.03;381.47;150.45;358.28;67.36;181.7;132.27;98.11;99.31;98.84;99.16;121.73;99.88;113.78;108.3;162.17;100.49;139.14;118.5;127.46;110.36;228.55;143.41;144.92;883.42;130.13;210.8;185.73;138.16;114.89;150.68;142.31
21/10/2021;105.55;120.44;113.25;109.71;108.36;103.33;96.67;96.67;101.91;102.55;242.77;380.96;151.11;357.75;67.33;181.66;132.06;97.96;99.12;98.83;99.03;121.61;99.76;113.66;108.18;162.29;100.33;139.19;118.44;127.54;110.37;227.95;144.14;144.38;883.56;129.87;211.21;186.05;139.47;115.04;150.1;142.45
22/10/2021;105.51;120.94;113.72;109.76;108.44;103.27;96.61;96.61;101.79;102.21;242.62;381.61;151.74;358.35;67.32;181.79;132.02;97.92;99.05;98.79;99.01;121.47;99.74;113.69;108.21;162.39;100.44;139.42;118.68;127.75;110.53;228.19;144.24;144.66;886.76;130.55;210.6;185.52;140.75;114.66;151.34;142.53
25/10/2021;105.58;121.22;113.98;109.81;108.75;103.31;96.65;96.65;101.77;102.71;242.46;382.95;152.14;358.55;67.32;181.81;132.09;97.97;99.11;98.74;99.08;121.79;99.87;113.73;108.25;162.73;100.5;140.18;119.6;128.29;110.76;229.85;144.01;144.72;888.29;130.59;211.98;186.18;141.14;115.49;151.56;142.85
26/10/2021;105.62;121.11;113.88;109.82;108.95;103.36;96.7;96.7;101.8;102.93;242.68;384.4;152.54;359.31;67.33;181.83;132.13;98.01;99.19;98.79;99.1;121.94;99.98;113.79;108.31;162.82;100.61;141.2;120.22;128.62;110.93;228;140.96;145.71;894.92;131.64;212.98;186.74;139.16;116.14;152.46;143.29
27/10/2021;105.82;120.13;112.96;110.2;109.16;103.45;96.79;96.79;101.75;102.58;242.91;385.63;152.76;360.52;67.33;182.51;132.13;98.01;99.18;98.93;99.28;121.54;99.82;113.58;108.11;162.66;100.29;139.99;119.37;128.08;110.43;225.11;139.32;146.84;891.89;131.23;212;185.91;137.35;114.94;152.61;142.97
28/10/2021;105.64;121.24;114;109.83;108.33;103.26;96.61;96.61;101.65;101.68;242.89;382.72;151.31;360.26;67.31;181.9;131.99;97.9;99.03;98.94;99.09;121.55;99.6;113.69;108.22;163.18;100.36;140.05;119.68;128.16;111.06;226.21;140.29;147.14;896.73;131.62;213.03;188.11;140.07;115.44;153.1;144.15
29/10/2021;105.39;121.18;113.95;109.34;108.81;103.23;96.57;96.57;101.57;102.33;242.49;385.82;148.89;359.95;67.26;181.27;132.09;97.98;99.08;98.81;98.89;121.35;99.48;113.45;107.99;163.21;100.38;139.83;119.56;129.06;111.07;224.68;138.14;148.07;893.98;131.84;215.39;188.53;139.16;117.45;152.94;144.14
01/11/2021;105.39;121.18;113.95;109.34;108.81;103.23;96.57;96.57;101.57;102.33;242.49;385.82;148.89;359.95;67.26;181.27;132.09;97.98;99.08;98.81;98.89;121.35;99.48;113.45;107.99;163.21;100.38;139.83;119.56;129.06;111.07;224.68;138.14;148.07;893.98;131.84;215.39;188.53;139.16;117.45;152.94;144.14
02/11/2021;105.67;121.58;114.32;109.71;108.89;103.26;96.61;96.61;101.55;101.8;242.46;384.45;149.57;358.9;67.3;181.71;131.96;97.88;98.99;98.73;99.15;121.81;99.69;113.82;108.34;164.05;100.76;141.34;121.01;129.96;111.92;225.07;137.83;147.42;901.93;133.19;216.21;189.36;136.69;117.45;155.09;144.79
03/11/2021;105.67;122.11;114.82;109.76;108.79;103.25;96.59;96.59;101.55;101.61;242.48;383.78;149.28;358.41;67.3;181.91;131.94;97.86;98.92;98.76;99.16;122.14;99.8;113.96;108.48;164.6;100.93;141.97;121.71;130.4;112.32;227.24;139.6;146.98;904.07;133.77;217.63;190.66;138.93;118.51;155.86;145.37
04/11/2021;106.05;122.16;114.87;110.19;109.53;103.45;96.78;96.78;101.68;102.47;243.07;386.82;150.42;360;67.36;182.4;132.04;97.94;99.05;98.88;99.53;122.44;100.1;114.2;108.71;165.06;101.21;143.21;122.5;131.38;112.85;226.75;137.49;147.62;909.97;134.44;219.45;191.6;137.99;117.84;156.25;146.58
05/11/2021;106.31;121.85;114.58;110.63;109.88;103.68;97;97;101.72;102.91;243.68;388.47;151.55;361.8;67.4;183.02;132.14;98.01;99.16;99.15;99.75;122.68;100.24;114.26;108.77;165.29;101.35;144.21;123.27;131.1;112.66;226.79;136.22;147.18;907.07;134.3;220.03;192.25;137.76;117.04;156.6;146.46
08/11/2021;106.23;121.91;114.64;110.49;109.77;103.63;96.95;96.95;101.89;102.99;244.02;387.77;152.06;362.22;67.41;182.68;132.14;98.02;99.25;99.32;99.63;122.72;100.29;114.26;108.76;165.19;101.29;144.38;123.07;131.07;112.89;227.78;136.77;147.54;908.9;134.35;219.56;192.4;137.48;116.43;156.47;146.86
09/11/2021;106.4;122.69;115.37;110.86;110.16;103.69;97.01;97.01;101.82;103.5;244.02;388.38;152.35;362.63;67.42;183.42;132.26;98.1;99.39;99.37;99.81;122.49;100.14;114.17;108.67;164.87;101.3;143.01;122.04;130.94;112.73;228.66;138.27;147.42;908.87;134.15;218.58;191.47;136.83;115.55;156.18;146.45
10/11/2021;106.16;123.06;115.71;110.52;110.15;103.49;96.82;96.82;101.93;103.58;243.82;388.44;151.91;360.56;67.38;182.6;132.15;98.02;99.18;99.29;99.6;122.42;100.1;114.06;108.57;164.44;101.33;143.2;122.54;130.74;112.11;229.96;140.56;147.99;908.9;134.36;217.8;189.69;139.89;116.61;156.31;145.57
11/11/2021;106.02;123.65;116.27;110.39;110.4;103.49;96.82;96.82;101.95;104.18;243.55;389.23;151.84;359.78;67.36;182.46;132.1;97.98;99.21;99.11;99.49;122.61;100.3;114.18;108.68;164.73;101.64;143.06;122.84;130.74;112.11;232.24;142.7;148.19;914.69;135.02;217.8;189.69;140.03;118.09;156.8;145.57
12/11/2021;106.07;124.18;116.77;110.43;110.48;103.42;96.75;96.75;101.88;103.83;243.39;389.8;151.8;359.47;67.36;182.54;132.13;98;99.14;98.99;99.5;122.63;100.35;114.36;108.86;165.33;101.91;143.47;123.25;132.73;113.29;232.61;143.12;148.23;919.49;134.97;220.6;190.89;139.77;118.75;157.32;147.01
15/11/2021;105.81;125.09;117.62;110.22;110.57;103.3;96.64;96.64;101.82;104.04;243.22;389.82;151.78;358.71;67.31;182.27;132.07;97.96;99.1;98.9;99.22;122.71;100.43;114.32;108.82;165.57;101.95;143.79;123.63;132.99;113.29;234.97;145.14;148.39;919.01;135.49;220.68;190.56;139.69;119.06;157.96;147
16/11/2021;105.77;125.56;118.06;110.22;110.94;103.29;96.63;96.63;101.83;104.11;243.15;391.51;152.15;358.01;67.31;182.3;132.07;97.96;99.03;98.76;99.2;122.78;100.57;114.41;108.91;165.79;102.19;143.41;123.34;134.03;113.69;235.61;146.14;148.68;919.62;135.78;222.84;191.25;141.13;118.68;158.26;147.61
17/11/2021;105.63;125.17;117.7;110.12;111.24;103.26;96.6;96.6;101.72;104.69;243.06;392.78;152.14;357.78;67.28;182.22;132.08;97.97;98.96;98.65;99.04;122.63;100.5;114.25;108.75;165.66;102.12;142.99;123.42;134.05;113.35;233.3;142.95;148.93;919.91;135.96;223.12;190.78;138.92;118.44;158.66;147.14
18/11/2021;105.78;125.57;118.07;110.34;110.93;103.21;96.56;96.56;101.69;103.68;243.12;391.25;152.01;357.68;67.3;182.72;131.88;97.82;98.76;98.61;99.16;122.47;100.27;114.27;108.77;165.65;101.86;142.11;122.76;133.62;113.29;232.6;142.16;147.8;916.42;135.37;223.19;191.5;140.56;119.68;158.41;147.47
19/11/2021;106.03;126.61;119.06;110.68;111.24;103.23;96.58;96.58;101.65;103.78;243.11;392.58;151.72;357.89;67.33;183.13;131.85;97.8;98.7;98.61;99.37;122.19;100.22;114.15;108.65;165.37;101.86;140.43;121.48;133.81;113.17;233.28;142.91;146.75;913.1;134.9;223.2;190.96;142.74;119.44;157.35;147.64
22/11/2021;105.85;126.37;118.82;110.41;111.42;103.22;96.56;96.56;101.7;103.85;242.82;393.35;150.97;356.27;67.3;182.61;131.73;97.71;98.54;98.49;99.23;122.47;100.34;114.27;108.77;165.31;101.99;140.81;121.99;134.15;112.96;230.43;141.34;146.95;909.83;134.71;223.49;189.99;142.15;119.44;157.56;146.86
23/11/2021;105.49;127.22;119.62;109.81;110.73;103.04;96.4;96.4;101.52;102.69;242.27;389.48;149.63;353.23;67.26;181.59;131.18;97.3;97.91;97.99;98.88;122.32;100.13;114.04;108.55;164.82;101.83;138.7;119.89;133.68;112.77;231.59;142.16;146.95;894.05;133.02;223.32;190.13;142.82;118.07;155.53;146.39
24/11/2021;105.35;127.16;119.57;109.65;111.35;103.02;96.38;96.38;101.47;103.41;241.87;392.52;149.13;353.79;67.24;181.4;131.29;97.38;98.03;97.88;98.8;122.46;100.2;113.91;108.43;165.02;101.88;139.29;120.35;134.22;112.7;231.74;142.71;148.31;895.44;133.19;225.11;190.51;142.48;118.42;155.31;146.22
25/11/2021;105.32;125.9;118.39;109.78;111.36;102.94;96.3;96.3;101.38;103.36;241.7;391.07;150.01;352.88;67.2;181.7;131.14;97.27;97.83;97.84;98.74;122.35;100.17;113.93;108.44;165.16;101.89;139.47;120.38;134.22;112.7;226;138.86;148.43;898.66;133.79;225.11;190.51;139.92;117.21;155.86;146.22
26/11/2021;105.15;126.56;119;110.03;110.94;102.72;96.09;96.09;100.91;101.39;240.3;385.89;149.81;351.4;67.09;182.25;130.95;97.13;97.62;97.45;98.49;120.83;99.27;112.63;107.2;162.88;100.74;134.04;115.44;130.86;110.62;224.42;138.16;145.83;868.78;128.77;217.44;185.89;140.46;115;149.72;142.93
29/11/2021;105.12;126.99;119.41;109.91;111.28;102.85;96.22;96.22;100.9;102.05;240.5;387.51;150.24;351.38;67.1;182.3;130.78;97;97.44;97.32;98.49;121.11;99.4;112.91;107.47;163.65;100.86;135.19;116.31;132.01;111.27;224.13;137.13;146.34;874.29;129.64;221.17;188.37;140.51;114.09;150.43;144.11
30/11/2021;105.27;126;118.48;110.2;111.74;102.9;96.26;96.26;100.86;102.79;240.42;388.35;150.73;351.68;67.12;182.95;130.69;96.93;97.33;97.34;98.58;120.47;99.12;112.51;107.08;162.62;100.28;134.11;115.36;129.82;109.29;224.84;136.53;144.88;866.94;128.57;217.2;184.69;140.5;114.57;149.17;141.33
01/12/2021;105.45;126.01;118.49;110.16;111.2;103.02;96.38;96.38;100.93;102.41;241.03;388.12;150.46;353.97;67.15;182.68;130.89;97.08;97.44;97.58;98.79;120.43;99.14;112.74;107.31;162.49;100.43;136.94;117.76;128.84;108.99;227.7;136.94;145.38;879.12;131.07;212.96;182.29;140.72;114.08;152.49;140.87
02/12/2021;105.63;126.51;118.96;110.39;111.33;103.01;96.37;96.37;101.01;102.47;241.14;389.65;150.7;354.71;67.18;182.98;130.73;96.97;97.45;97.9;98.96;120.85;99.32;112.82;107.39;162.8;100.72;135.27;116.01;129.81;109.68;227.44;136.29;145.35;868.69;129.67;216.43;185.01;141.7;116.02;150.12;142.02
03/12/2021;105.79;126.84;119.26;110.56;111.75;103.04;96.4;96.4;101.05;102.56;241.48;392.01;151.17;355.7;67.2;183.25;130.79;97.01;97.47;98.06;99.08;120.56;99.25;112.85;107.42;162.49;100.91;134.7;115.74;129.57;109.21;224.78;132.37;144.55;862.68;129.06;215.56;183.61;141.29;115.53;149.4;140.79
06/12/2021;105.84;127.29;119.69;110.61;111.72;103.13;96.48;96.48;101.12;102.82;241.66;391.9;151.25;355.26;67.21;183.44;130.87;97.07;97.46;98.15;99.16;121.07;99.48;113.13;107.68;162.95;101.19;137.14;118.01;130.95;110.37;228.2;136.38;143.35;872.93;130.79;218.14;185.7;142.78;118.03;151.05;142.07
07/12/2021;105.93;126.44;118.89;110.61;111.92;103.32;96.66;96.66;101.28;103.48;242.4;394.14;151.64;356.57;67.23;183.48;131.04;97.2;97.85;98.36;99.31;121.89;99.96;113.54;108.07;164.47;101.85;140.59;120.83;133.77;112.56;228.16;136.12;145.4;893.39;133.98;223.54;190.01;144.35;117.52;155.35;145.16
08/12/2021;105.73;127.07;119.49;110.13;111.09;103.27;96.62;96.62;101.25;103.02;242.49;391.17;150.78;356.56;67.21;182.57;131.13;97.26;97.98;98.3;99.14;121.87;99.81;113.38;107.91;164.28;101.54;138.79;119.12;133.35;112.92;230.23;138.78;144.95;888.6;133.31;222.53;190.56;145.77;117.76;153.79;145.34
09/12/2021;105.88;126.49;118.94;110.38;111.63;103.25;96.59;96.59;101.28;103.41;242.5;393.19;151.16;356.91;67.22;182.92;131.07;97.22;97.91;98.32;99.26;121.69;99.76;113.36;107.9;164.14;101.58;139.02;119.2;133.24;112.43;228.24;136.96;145.44;888.24;133.47;221.67;189.01;145.1;116.78;153.43;144.29
10/12/2021;105.83;126.92;119.34;110.38;111.41;103.24;96.59;96.59;101.24;103.16;242.44;392.19;151.26;356.55;67.21;183;131.09;97.23;97.85;98.28;99.18;121.85;99.71;113.35;107.89;164.44;101.58;138.47;118.88;133.59;112.85;227.89;137.06;144.72;883.78;133.17;223.12;190.59;146.58;117.19;153.1;144.62
13/12/2021;105.95;127.11;119.52;110.62;111.76;103.23;96.58;96.58;101.22;103.23;242.51;394.01;151.92;357.33;67.21;183.46;131.01;97.17;97.72;98.34;99.31;121.46;99.61;113.28;107.82;163.93;101.55;137.36;118.11;133.27;112.38;226.42;135.28;144.52;878.72;132.74;221.45;188.64;145.92;117.22;152.57;143.59
14/12/2021;105.88;127.4;119.8;110.57;111.67;103.2;96.55;96.55;101.25;102.93;242.41;393.5;151.58;356.78;67.2;183.35;130.97;97.15;97.67;98.3;99.26;121.29;99.6;113.26;107.8;163.41;101.43;137.34;117.85;132.21;111.47;225.78;134.01;144.37;869.34;131.65;219.88;187.23;145.01;117.76;151.29;142.15
15/12/2021;105.83;126.7;119.14;110.51;111.64;103.23;96.58;96.58;101.22;102.76;242.36;393.1;151.44;355.72;67.19;183.3;130.98;97.15;97.61;98.25;99.24;121.6;99.63;113.42;107.95;164.26;101.74;137.65;118.21;133.75;112.65;225.35;133.43;144.55;870.09;132.16;224.36;190.77;145.05;118.74;151.93;143.77
16/12/2021;105.81;126.93;119.35;110.26;111.29;103.21;96.56;96.56;101.09;102.55;242.4;391.43;151.55;355.91;67.19;182.77;130.87;97.07;97.48;98.19;99.21;121.35;99.53;113.5;108.03;163.92;101.79;138.12;118.95;133.13;112.48;225.54;131.55;144.24;877.9;133.64;221.05;188.84;142.97;117.55;153.26;143.11
17/12/2021;105.93;126.75;119.19;110.46;111.68;103.19;96.54;96.54;101.08;103.14;242.34;392.43;151.91;355.7;67.21;183.3;130.68;96.93;96.96;98.2;99.31;121.16;99.42;113.32;107.86;163.33;101.49;137.27;117.98;131.89;111.18;221.37;128.76;143.99;875.27;132.62;219.26;186.7;140.43;115.39;151.79;141.98
20/12/2021;105.88;127.18;119.59;110.33;111.43;103.09;96.45;96.45;101.04;102.67;242.05;390.5;151.77;354.34;67.2;182.96;130.36;96.69;96.54;98.05;99.24;120.61;99.13;112.96;107.52;162.66;100.81;135.35;116.18;130.38;110.05;223.18;129.97;143.51;865.08;130.72;216.47;184.52;141.96;116.54;150.08;140.11
21/12/2021;105.65;126.45;118.9;109.84;111.45;103.21;96.56;96.56;101.13;103.29;242.16;391.92;151.51;354.78;67.18;182.17;130.95;97.13;97.33;98.02;99.11;121.43;99.45;113.3;107.84;163.72;101.32;137.58;118.13;132.29;111.48;223.65;130.69;144.41;876.31;132.73;220.95;187.89;141.52;115.59;152.29;142.48
22/12/2021;105.59;126.72;119.16;109.73;111.04;103.3;96.64;96.64;101.07;102.88;242.27;389.76;152.18;354.72;67.17;181.98;130.95;97.13;97.34;97.93;99.06;121.61;99.4;113.4;107.94;164.29;101.39;138.89;118.96;132.84;112.39;225.43;131.28;143.95;885.79;133.95;222.09;189.86;142.65;116.54;153.56;143.78
23/12/2021;105.45;126.72;119.16;109.38;111.12;103.35;96.69;96.69;101.09;103.52;242.37;390.39;151.59;354.83;67.16;181.46;131.18;97.3;97.89;97.96;98.97;121.8;99.53;113.56;108.09;164.78;101.72;139.32;119.63;133.7;112.96;225.43;131.28;143.88;894.94;135.05;223.65;190.94;142.65;116.54;154.98;144.78
